class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,tag
0,0.296,0.24603175,0.576,0.3968254,0.844,0.3015873,0.79,0.63492066,0.966,0.35714287,0.94,0.33333334,0.296,0.24603175,0.523,1.4047619,0.296,0.24603175,0.279,0.071428575,0.523,1.4047619,0.2,0.37301588,0.334,0.22222222,-0.005,0,2
0,0.533,0.44444445,0.76,1.1349206,1.15,0.9444444,0.96,1.2936507,0.941,0.8888889,0.999,0.7936508,0.533,0.44444445,0.591,2.2619047,0.533,0.44444445,0.412,0.6031746,0.588,2.2777777,0.385,1.1746032,0.564,0.5,-0.004,0,2
0,0.431,0.41269842,0.611,0.7936508,0.887,0.61904764,0.768,1,1.03,0.6507937,1.033,0.63492066,0.431,0.41269842,0.543,1.8095238,0.431,0.41269842,0.38,0.103174604,0.543,1.8095238,0.349,0.7936508,0.455,0.41269842,-0.005,0,2
0,0.362,0.15079366,0.65,0.56349206,0.972,0.515873,0.852,0.74603176,1.037,0.42063493,0.932,0.42063493,0.362,0.15079366,0.493,1.9523809,0.362,0.15079366,0.403,0.33333334,0.493,1.9523809,0.269,0.34126985,0.414,0.16666667,-0.004,0,2
0,0.487,0.26984128,0.668,1.0158731,1.009,0.9047619,0.885,1.1190476,1.018,0.6984127,0.978,0.6666667,0.487,0.26984128,0.583,1.8492063,0.476,0.3015873,0.369,0.6031746,0.582,1.8809524,0.377,0.6825397,0.543,0.34920636,-0.004,0,2
0,0.501,0.32539684,0.756,0.96031743,1.129,0.9444444,0.946,1.2222222,0.959,0.7222222,0.95,0.8015873,0.499,0.33333334,0.574,2.1825397,0.465,0.46825397,0.369,0.71428573,0.57,2.2698412,0.378,0.61904764,0.596,0.31746033,-0.003,0,2
0,0.445,0.45238096,0.605,0.86507934,0.917,0.61904764,0.79,1.031746,0.986,0.65873015,0.995,0.5952381,0.445,0.45238096,0.513,1.9523809,0.445,0.45238096,0.233,0.07936508,0.513,1.9523809,0.417,1.1904762,0.458,0.42857143,-0.006,0,2
0,0.499,0.31746033,0.669,1.0396825,0.987,1.0079365,0.829,1.1746032,0.983,0.7380952,0.957,0.74603176,0.499,0.31746033,0.542,1.9126984,0.495,0.2936508,0.359,0.3888889,0.541,1.9206349,0.385,0.63492066,0.542,0.43650794,-0.004,0,2
0,0.456,0.41269842,0.728,0.8968254,1.077,0.6984127,0.938,1.1111112,1.02,0.7063492,0.97,0.61904764,0.456,0.41269842,0.612,1.968254,0.456,0.41269842,0.374,0.36507937,0.612,1.968254,0.312,0.97619045,0.502,0.3809524,-0.004,0,2
0,0.537,0.3968254,0.601,1.2142857,0.959,1.2698413,0.836,1.2619047,1.013,0.9206349,1.08,0.84126985,0.537,0.3968254,0.534,1.9920635,0.537,0.3968254,0.137,0.007936508,0.534,1.9920635,0.513,0.6825397,0.539,0.3888889,-0.006,0,2
0,0.457,0.30952382,0.609,0.9206349,0.905,0.85714287,0.795,1.0158731,1.042,0.63492066,0.989,0.5873016,0.457,0.30952382,0.509,1.8412699,0.455,0.30952382,0.394,0.17460318,0.508,1.8492063,0.4,0.4920635,0.482,0.33333334,0.004,0,2
0,0.487,0.41269842,0.62,1.031746,0.934,0.96825397,0.812,1.1349206,0.957,0.76984125,1.007,0.6904762,0.487,0.41269842,0.535,1.9047619,0.487,0.41269842,0.303,0.1904762,0.533,1.9126984,0.444,0.64285713,0.519,0.3809524,-0.005,0,2
0,0.365,0.23809524,0.574,0.6111111,0.882,0.48412699,0.753,0.8015873,1.042,0.42857143,1.043,0.44444445,0.365,0.23809524,0.498,1.6031746,0.365,0.23809524,0.307,0.023809524,0.498,1.6031746,0.296,0.50793654,0.387,0.20634921,-0.004,0,2
0,0.5,0.36507937,0.594,1.0873016,0.934,1.0873016,0.81,1.1111112,0.99,0.8015873,1.049,0.76984125,0.5,0.36507937,0.598,1.9285715,0.5,0.36507937,0.264,0.103174604,0.598,1.9285715,0.482,0.6507937,0.504,0.35714287,-0.006,0,2
0,0.605,0.26984128,0.625,1.3015873,0.928,1.5555556,0.822,1.468254,0.957,0.82539684,0.952,0.93650794,0.603,0.2857143,0.69,1.5396825,0.559,0.6269841,0.46,0.26190478,0.67,1.7063493,0.573,0.30952382,0.637,0.34126985,-0.002,0,2
0,0.548,0.2936508,0.733,1.2142857,1.096,1.2619047,0.917,1.3174603,0.943,0.9444444,0.972,0.8015873,0.548,0.2936508,0.625,2.079365,0.546,0.2936508,0.438,0.6031746,0.624,2.0873015,0.43,0.50793654,0.601,0.42063493,-0.004,0,2
0,0.476,0.42063493,0.708,0.9206349,1.005,0.7380952,0.799,1.2063493,0.933,0.7619048,0.987,0.75396824,0.476,0.42063493,0.542,2.0714285,0.476,0.42063493,0.335,0.73015875,0.542,2.0714285,0.384,0.95238096,0.54,0.36507937,-0.004,0,2
0,0.56,0.3968254,0.709,1.2301587,1.025,1.2777778,0.855,1.3253968,0.946,0.9444444,1.041,0.84126985,0.56,0.4047619,0.615,1.968254,0.539,0.5714286,0.405,0.6904762,0.615,1.9761904,0.461,0.7777778,0.628,0.45238096,-0.004,0,2
0,0.484,0.2777778,0.676,1.0396825,0.986,0.9285714,0.862,1.0952381,0.935,0.61904764,0.953,0.6984127,0.484,0.2777778,0.57,1.7857143,0.484,0.2777778,0.359,0.18253969,0.57,1.7857143,0.384,0.46031746,0.547,0.2777778,-0.004,0,2
0,0.446,0.32539684,0.738,0.8968254,1.1,0.7936508,1.011,0.99206346,0.906,0.6825397,0.942,0.73015875,0.446,0.32539684,0.706,1.7777778,0.446,0.32539684,0.396,0.34920636,0.706,1.7777778,0.317,0.5873016,0.516,0.37301588,-0.004,0,2
0,0.513,0.42857143,0.7,1.1111112,1.001,1.0079365,0.856,1.1190476,0.99,0.8095238,0.996,0.8333333,0.513,0.42857143,0.591,1.7936507,0.513,0.42063493,0.368,0.54761904,0.589,1.7936507,0.403,1.1111112,0.582,0.5555556,-0.004,0,2
0,0.456,0.34126985,0.737,0.8968254,1.048,0.67460316,0.87,1.1269841,0.935,0.7380952,0.909,0.6984127,0.456,0.34126985,0.538,2.063492,0.456,0.34126985,0.366,0.71428573,0.538,2.063492,0.329,0.97619045,0.532,0.3968254,-0.003,0,2
0,0.467,0.3888889,0.714,0.88095236,1.06,0.71428573,0.908,1.0476191,0.972,0.6904762,0.949,0.6507937,0.467,0.3888889,0.511,2.420635,0.467,0.3888889,0.392,0.43650794,0.511,2.420635,0.357,1.0238096,0.509,0.3968254,-0.004,0,2
0,0.475,0.48412699,0.598,0.984127,0.914,0.95238096,0.797,1.1031746,1.051,0.67460316,1.038,0.6825397,0.475,0.48412699,0.54,1.8809524,0.475,0.48412699,0.25,0.07936508,0.54,1.8809524,0.474,0.8968254,0.483,0.47619048,-0.006,0,2
0,0.558,0.31746033,0.783,1.2619047,1.182,1.2222222,0.974,1.3412699,0.965,0.82539684,1.021,0.73015875,0.558,0.31746033,0.645,2.1349206,0.558,0.31746033,0.455,0.7380952,0.645,2.1349206,0.464,0.8015873,0.63,0.42857143,-0.003,0,2
0,0.555,0.35714287,0.658,1.1428572,0.957,1.2619047,0.816,1.3015873,0.962,0.7777778,0.965,0.82539684,0.549,0.41269842,0.606,1.7380953,0.491,0.6984127,0.363,0.42857143,0.608,1.7857143,0.495,0.6825397,0.628,0.32539684,-0.005,0,2
0,0.485,0.12698413,0.544,0.99206346,0.854,1.0634921,0.715,1.1269841,0.884,0.64285713,0.854,0.64285713,0.485,0.12698413,0.341,1.6984127,0.485,0.12698413,0.278,0.15873016,0.341,1.6984127,0.456,0.26984128,0.488,0.12698413,-0.005,0,2
0,0.483,0.37301588,0.615,1.0238096,0.882,1,0.781,1.0158731,0.953,0.8492063,0.968,0.7063492,0.483,0.37301588,0.561,1.5396825,0.472,0.37301588,0.337,0.3809524,0.555,1.5952381,0.406,0.8968254,0.514,0.3888889,-0.005,0,2
0,0.398,0.071428575,0.658,0.67460316,0.98,0.75396824,0.824,0.85714287,0.995,0.5,1.004,0.43650794,0.398,0.071428575,0.51,1.7857143,0.398,0.071428575,0.364,0.08730159,0.51,1.7857143,0.327,0.11904762,0.455,0.12698413,-0.004,0,2
0,0.379,0.26190478,0.64,0.63492066,0.888,0.53968257,0.795,0.8095238,1.034,0.43650794,0.966,0.5,0.379,0.26190478,0.556,1.531746,0.379,0.25396827,0.355,0.41269842,0.556,1.5396825,0.188,0.45238096,0.429,0.36507937,-0.001,0,2
0,0.548,0.46825397,0.589,1.1825397,0.903,1.2698413,0.784,1.3253968,1.04,0.8888889,0.968,0.9047619,0.548,0.46825397,0.528,1.8412699,0.542,0.3968254,0.285,0.17460318,0.525,1.9523809,0.539,0.6111111,0.559,0.44444445,-0.006,0,2
0,0.461,0.30952382,0.643,0.99206346,0.978,0.86507934,0.903,1,1.041,0.5952381,1.022,0.61904764,0.461,0.30952382,0.59,1.7777778,0.461,0.30952382,0.351,0.3809524,0.59,1.7777778,0.378,0.52380955,0.504,0.35714287,-0.004,0,2
0,0.42,0.3809524,0.633,0.8174603,0.909,0.6031746,0.778,0.93650794,0.948,0.64285713,0.969,0.5714286,0.42,0.3809524,0.465,1.9603175,0.42,0.3809524,0.311,0.64285713,0.465,1.9603175,0.354,1,0.471,0.46031746,-0.004,0,2
0,0.515,0.3809524,0.69,1.1507937,1.065,1.0714285,0.936,1.1825397,1.023,0.85714287,0.941,0.82539684,0.515,0.3888889,0.672,1.8730159,0.511,0.35714287,0.393,0.48412699,0.654,1.9761904,0.415,0.8015873,0.578,0.3968254,-0.004,0,2
0,0.498,0.33333334,0.642,1.0476191,0.927,1.031746,0.807,1.1349206,1.044,0.6666667,0.986,0.7936508,0.498,0.33333334,0.536,1.9841269,0.498,0.33333334,0.34,0.37301588,0.536,1.9841269,0.395,0.7777778,0.519,0.45238096,-0.004,0,2
0,0.489,0.2777778,0.657,0.95238096,0.941,0.96825397,0.825,1.0793651,0.992,0.6904762,0.97,0.6904762,0.489,0.2777778,0.575,1.8015873,0.487,0.25396827,0.367,0.2857143,0.568,1.8412699,0.422,0.46825397,0.527,0.3809524,-0.004,0,2
0,0.412,0.34126985,0.597,0.7936508,0.862,0.5873016,0.751,0.93650794,0.943,0.64285713,1,0.6666667,0.412,0.34126985,0.523,1.6507937,0.412,0.34126985,0.349,0.23015873,0.523,1.6507937,0.321,0.9285714,0.438,0.46031746,-0.005,0,2
0,0.485,0.3809524,0.619,1.0079365,0.923,0.8888889,0.79,1.0952381,0.988,0.67460316,1.001,0.6666667,0.485,0.3809524,0.564,1.8412699,0.485,0.3809524,0.321,0.1984127,0.564,1.8412699,0.436,0.8174603,0.51,0.41269842,-0.005,0,2
0,0.461,0.3968254,0.582,0.97619045,0.879,0.8492063,0.787,1.0158731,1.029,0.75396824,0.996,0.6031746,0.461,0.3968254,0.566,1.7777778,0.455,0.4047619,0.306,0.071428575,0.563,1.8095238,0.396,0.85714287,0.485,0.3809524,-0.006,0,2
0,0.563,0.6269841,0.715,1.2777778,1.075,1.2142857,0.915,1.3730159,1.028,1,0.964,1.0396825,0.563,0.6269841,0.674,2.3253968,0.563,0.6269841,0.356,0.47619048,0.674,2.3253968,0.531,1.1746032,0.623,0.5714286,-0.005,0,2
0,0.553,0.41269842,0.729,1.2460318,1.092,1.2142857,0.894,1.3650794,0.976,0.78571427,1.007,0.85714287,0.553,0.41269842,0.589,2.0714285,0.539,0.42857143,0.415,0.5714286,0.585,2.1111112,0.464,0.8015873,0.632,0.44444445,-0.003,0,2
0,0.376,0.24603175,0.576,0.6269841,0.82,0.52380955,0.741,0.8174603,0.974,0.47619048,0.986,0.45238096,0.376,0.24603175,0.516,1.6031746,0.376,0.24603175,0.336,0.43650794,0.516,1.6031746,0.245,0.5,0.398,0.30952382,-0.005,0,2
0,0.383,0.26984128,0.645,0.5952381,0.932,0.4920635,0.836,0.85714287,0.978,0.53174603,0.986,0.50793654,0.383,0.26984128,0.492,2.015873,0.383,0.26984128,0.34,0.33333334,0.492,2.015873,0.284,0.5714286,0.409,0.26190478,-0.004,0,2
0,0.422,0.3015873,0.607,0.7936508,0.864,0.6111111,0.727,0.9206349,0.973,0.5,0.925,0.6031746,0.422,0.3015873,0.499,1.7142857,0.422,0.3015873,0.278,0.53174603,0.499,1.7142857,0.329,0.84126985,0.476,0.33333334,-0.004,0,2
0,0.451,0.44444445,0.579,0.85714287,0.805,0.7777778,0.69,1,0.946,0.73015875,0.989,0.6825397,0.451,0.44444445,0.466,1.6428572,0.45,0.43650794,0.261,0.43650794,0.466,1.6507937,0.378,0.86507934,0.509,0.35714287,-0.005,0,2
0,0.446,0.45238096,0.592,0.86507934,0.896,0.71428573,0.772,1.0238096,1.007,0.6904762,0.997,0.56349206,0.446,0.45238096,0.535,1.9285715,0.446,0.45238096,0.241,0.06349207,0.535,1.9285715,0.407,1.0555556,0.45,0.43650794,-0.006,0,2
0,0.467,0.3888889,0.792,0.9126984,1.204,0.6031746,1.03,1.1984127,0.921,0.6984127,0.987,0.6825397,0.467,0.3888889,0.56,2.642857,0.467,0.3888889,0.459,0.9206349,0.56,2.642857,0.287,0.6507937,0.533,0.50793654,-0.003,0,2
0,0.585,0.3968254,0.763,1.2777778,1.105,1.1507937,0.934,1.3809524,0.897,1.1507937,1.006,0.9126984,0.584,0.3968254,0.626,2.0317461,0.576,0.45238096,0.422,0.6269841,0.606,2.1825397,0.512,0.93650794,0.625,0.48412699,-0.002,0,2
0,0.477,0.2936508,0.679,0.95238096,1.021,0.9285714,0.868,1.1269841,1.002,0.64285713,0.983,0.64285713,0.477,0.2936508,0.583,1.8412699,0.477,0.2936508,0.358,0.43650794,0.583,1.8412699,0.343,0.5873016,0.538,0.37301588,-0.004,0,2
0,0.514,0.3968254,0.66,1.0634921,0.945,1.031746,0.774,1.1746032,0.956,0.8888889,1.001,0.7222222,0.514,0.3968254,0.51,2.0238094,0.513,0.3809524,0.355,0.50793654,0.502,2.0952382,0.416,0.7936508,0.567,0.46031746,-0.004,0,2
0,0.49,0.46031746,0.663,0.99206346,1.038,0.6904762,0.886,1.1666666,1.02,0.6666667,1.01,0.75396824,0.49,0.46031746,0.603,2.1984127,0.49,0.46031746,0.245,0.06349207,0.603,2.1984127,0.433,1.2301587,0.495,0.46825397,-0.005,0,2
0,0.39,0.36507937,0.61,0.6507937,0.877,0.48412699,0.726,0.9126984,1.001,0.46825397,0.968,0.6031746,0.39,0.36507937,0.469,1.9841269,0.39,0.36507937,0.322,0.48412699,0.469,1.9841269,0.295,0.9126984,0.421,0.35714287,-0.004,0,2
0,0.491,0.4047619,0.783,0.96825397,1.15,0.71428573,0.964,1.2380953,1.032,0.7936508,0.912,0.7380952,0.491,0.4047619,0.576,2.3968253,0.491,0.4047619,0.391,0.64285713,0.576,2.3968253,0.335,0.93650794,0.597,0.46031746,-0.003,0,2
0,0.507,0.50793654,0.649,1.0476191,0.972,1.031746,0.814,1.1904762,1.041,0.8174603,1.014,0.85714287,0.507,0.50793654,0.536,2.1666667,0.506,0.50793654,0.346,0.2936508,0.535,2.1746032,0.474,1.1904762,0.525,0.46825397,-0.006,0,2
0,0.519,0.41269842,0.68,1.1190476,1.006,1.031746,0.888,1.1666666,1.007,0.8888889,0.946,0.9047619,0.519,0.41269842,0.578,2.0952382,0.516,0.3968254,0.4,0.53174603,0.575,2.1111112,0.43,0.9285714,0.561,0.44444445,-0.004,0,2
0,0.479,0.41269842,0.639,0.96825397,0.983,0.8730159,0.848,1.0793651,1.002,0.6984127,1.015,0.5793651,0.478,0.42063493,0.544,2.0873015,0.448,0.5793651,0.307,0.34920636,0.541,2.1269841,0.404,0.8095238,0.51,0.3809524,-0.005,0,2
0,0.393,0.07936508,0.523,0.6984127,0.832,0.6269841,0.749,0.7619048,0.981,0.515873,0.844,0.42857143,0.393,0.07936508,0.423,1.4920635,0.393,0.07936508,0.131,0.023809524,0.423,1.4920635,0.326,0.12698413,0.399,0.07936508,-0.005,0,2
0,0.438,0.31746033,0.669,0.82539684,0.999,0.6666667,0.811,1.0714285,0.991,0.6507937,1.046,0.53968257,0.438,0.31746033,0.477,2.1587303,0.438,0.31746033,0.293,0.30952382,0.477,2.1587303,0.334,0.8174603,0.473,0.4047619,0,0,2
0,0.437,0.515873,0.724,0.7619048,1.031,0.5952381,0.898,1.1666666,0.968,0.63492066,1.015,0.6269841,0.437,0.515873,0.542,2.3253968,0.437,0.515873,0.39,0.5952381,0.542,2.3253968,0.234,0.6825397,0.498,0.5,-0.004,0,2
0,0.395,0.23809524,0.605,0.6666667,0.914,0.61904764,0.79,0.82539684,1.05,0.48412699,0.991,0.53174603,0.395,0.23809524,0.498,1.7936507,0.395,0.23809524,0.354,0.1904762,0.498,1.7936507,0.329,0.47619048,0.412,0.26190478,-0.004,0,2
0,0.431,0.41269842,0.6,0.8174603,0.844,0.6269841,0.749,0.96031743,0.983,0.6507937,0.967,0.67460316,0.431,0.41269842,0.532,1.6666666,0.431,0.41269842,0.29,0.48412699,0.532,1.6666666,0.31,0.84126985,0.477,0.44444445,-0.005,0,2
0,0.379,0.22222222,0.576,0.73015875,0.858,0.63492066,0.772,0.76984125,0.979,0.48412699,1.013,0.42857143,0.379,0.22222222,0.527,1.4761904,0.379,0.22222222,0.357,0.14285715,0.527,1.4761904,0.304,0.46031746,0.43,0.26190478,-0.004,0,2
0,0.483,0.33333334,0.694,0.97619045,1.015,0.984127,0.889,1.1031746,0.977,0.6825397,0.985,0.74603176,0.482,0.33333334,0.553,1.9761904,0.479,0.32539684,0.38,0.6825397,0.554,1.968254,0.399,0.7380952,0.531,0.34126985,-0.004,0,2
0,0.487,0.3015873,0.639,1.0634921,0.927,0.93650794,0.775,1.0555556,0.975,0.7222222,0.904,0.73015875,0.487,0.3015873,0.521,1.7301587,0.487,0.3015873,0.294,0.42857143,0.521,1.7301587,0.399,0.56349206,0.57,0.31746033,-0.004,0,2
0,0.558,0.43650794,0.649,1.2539682,1.041,1.3095238,0.884,1.3492063,1.049,0.9126984,1.083,0.6904762,0.558,0.43650794,0.545,2.1825397,0.557,0.42857143,0.246,0.11111111,0.546,2.1984127,0.541,0.7380952,0.574,0.46031746,-0.005,0,2
0,0.47,0.35714287,0.712,0.9444444,1.015,0.76984125,0.86,1.1190476,0.973,0.6825397,1.01,0.6825397,0.47,0.35714287,0.552,1.968254,0.47,0.35714287,0.399,0.56349206,0.552,1.968254,0.334,0.82539684,0.55,0.35714287,-0.004,0,2
0,0.553,0.33333334,0.793,1.2460318,1.196,1.2063493,0.999,1.3650794,0.959,0.9047619,1.013,0.82539684,0.553,0.33333334,0.648,2.1984127,0.553,0.33333334,0.433,0.8015873,0.648,2.1984127,0.424,0.63492066,0.658,0.42857143,-0.004,0,2
0,0.587,0.5714286,0.648,1.2936507,1.033,1.4206349,0.878,1.5476191,0.984,1.0079365,0.985,0.96031743,0.587,0.5714286,0.549,2.063492,0.573,0.46825397,0.194,0.015873017,0.554,2.1746032,0.573,0.6269841,0.597,0.54761904,-0.006,0,2
0,0.505,0.3888889,0.715,1.0634921,1.048,0.95238096,0.882,1.1904762,0.903,0.8730159,0.983,0.7222222,0.505,0.3888889,0.596,1.968254,0.5,0.33333334,0.373,0.52380955,0.592,2,0.383,0.82539684,0.582,0.47619048,-0.004,0,2
0,0.562,0.46031746,0.617,1.2698413,0.979,1.3095238,0.843,1.3492063,0.999,0.86507934,0.998,0.9285714,0.562,0.46031746,0.525,1.9761904,0.551,0.41269842,0.237,0.055555556,0.529,2.0317461,0.559,0.4920635,0.567,0.45238096,-0.006,0,2
0,0.648,0.12698413,0.767,1.4365079,1.233,1.7380953,0.997,1.6666666,0.786,0.9444444,0.841,1.0396825,0.644,0.14285715,0.543,2.0238094,0.6,0.34920636,0.376,0.43650794,0.559,2.0555556,0.576,0.17460318,0.688,0.32539684,-0.002,0,2
