class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,tag
0,0.409,0.25396827,0.473,0.8095238,0.701,0.74603176,0.663,0.8174603,1.02,0.48412699,1.049,0.5555556,0.409,0.25396827,0.5,1.3492063,0.409,0.25396827,0.273,0.055555556,0.5,1.3492063,0.4,0.30952382,0.418,0.26984128,0.008,0,3
0,0.5,0.36507937,0.555,1.0793651,0.859,1.0634921,0.811,1.1269841,1.03,0.7063492,1.043,0.6666667,0.496,0.3968254,0.62,1.6904762,0.458,0.6825397,0.287,0.031746034,0.617,1.7857143,0.474,0.47619048,0.5,0.3968254,0,0,3
0,0.364,0.17460318,0.394,0.56349206,0.578,0.64285713,0.555,0.6904762,0.986,0.41269842,1.021,0.3968254,0.364,0.17460318,0.431,1.0873016,0.355,0.18253969,0.209,0,0.427,1.1111112,0.357,0.22222222,0.363,0.17460318,0,0,3
0,0.314,0.34126985,0.497,0.46825397,0.708,0.2936508,0.675,0.6904762,1.013,0.42857143,0.982,0.34126985,0.314,0.34126985,0.485,1.3888888,0.314,0.34126985,0.235,0.11904762,0.485,1.3888888,0.175,0.2857143,0.336,0.32539684,0,0,3
0,0.401,0.2857143,0.495,0.7222222,0.728,0.7063492,0.682,0.7936508,1.005,0.53174603,1.002,0.37301588,0.401,0.2857143,0.515,1.4444444,0.401,0.2857143,0.193,0.03968254,0.515,1.4444444,0.374,0.48412699,0.403,0.2936508,0.006,0,3
0,0.335,0.25396827,0.439,0.5714286,0.663,0.53968257,0.623,0.6111111,1.022,0.45238096,0.995,0.41269842,0.335,0.25396827,0.48,1.1349206,0.335,0.25396827,0.08,0,0.48,1.1349206,0.331,0.37301588,0.335,0.25396827,0,0,3
0,0.268,0.1904762,0.389,0.33333334,0.555,0.1984127,0.524,0.44444445,1.029,0.24603175,0.948,0.26190478,0.268,0.1904762,0.37,1.0079365,0.268,0.1904762,0,0,0.37,1.0079365,0.273,0.5,0.268,0.1904762,0,0,3
0,0.415,0.11111111,0.518,0.8015873,0.813,0.6666667,0.712,0.82539684,0.899,0.53174603,0.923,0.4920635,0.415,0.11111111,0.366,1.6349206,0.415,0.11111111,0.143,0.103174604,0.366,1.6349206,0.317,0.26190478,0.421,0.11904762,0,0,3
0,0.336,0.24603175,0.455,0.53968257,0.649,0.3888889,0.607,0.63492066,1.008,0.34920636,0.936,0.3968254,0.336,0.24603175,0.435,1.2539682,0.336,0.24603175,0.203,0,0.435,1.2539682,0.271,0.47619048,0.336,0.25396827,0.003,0,3
0,0.377,0.2777778,0.436,0.6507937,0.623,0.67460316,0.597,0.7619048,0.979,0.4920635,0.959,0.47619048,0.377,0.2777778,0.395,1.1666666,0.374,0.24603175,0.098,0,0.395,1.2142857,0.368,0.34920636,0.382,0.24603175,0.003,0,3
0,0.415,0.4920635,0.582,0.8095238,0.881,0.6904762,0.824,0.984127,1.029,0.61904764,1.017,0.64285713,0.415,0.4920635,0.596,1.7619047,0.415,0.4920635,0.297,0.04761905,0.596,1.7619047,0.359,0.6666667,0.43,0.50793654,0,0,3
0,0.371,0.36507937,0.539,0.65873015,0.781,0.48412699,0.715,0.7936508,0.967,0.53174603,1.018,0.45238096,0.371,0.36507937,0.475,1.6428572,0.371,0.36507937,0.246,0.2777778,0.475,1.6428572,0.314,0.8015873,0.409,0.32539684,0,0,3
0,0.504,0.35714287,0.521,1.0396825,0.787,1.1349206,0.734,1.1269841,1.02,0.7222222,0.962,0.73015875,0.503,0.37301588,0.493,1.5873016,0.465,0.5714286,0.186,0.17460318,0.506,1.6666666,0.498,0.3888889,0.518,0.37301588,0.006,0,3
0,0.43,0.2936508,0.512,0.86507934,0.786,0.8174603,0.734,0.8492063,0.994,0.54761904,1.061,0.54761904,0.43,0.2936508,0.548,1.5793651,0.43,0.2936508,0.278,0.023809524,0.548,1.5793651,0.414,0.52380955,0.434,0.2936508,0,0,3
0,0.423,0.44444445,0.582,0.8174603,0.864,0.73015875,0.752,0.95238096,1.004,0.5952381,1.028,0.5873016,0.423,0.44444445,0.548,1.9047619,0.423,0.44444445,0.353,0.23809524,0.548,1.9047619,0.35,0.96825397,0.451,0.4047619,0,0,3
0,0.465,0.3888889,0.563,1,0.826,0.93650794,0.752,1.0238096,1.041,0.6984127,1.019,0.6904762,0.465,0.3888889,0.497,1.7460318,0.465,0.3809524,0.323,0.21428572,0.497,1.7539682,0.432,0.78571427,0.499,0.33333334,0,0,3
0,0.49,0.23809524,0.479,0.95238096,0.721,1.1428572,0.685,1.0238096,1.027,0.67460316,1.035,0.7777778,0.486,0.2777778,0.553,1.4761904,0.443,0.61904764,0.324,0.1904762,0.541,1.6190476,0.482,0.25396827,0.505,0.23809524,0,0,3
0,0.436,0.53968257,0.609,0.8095238,0.847,0.63492066,0.754,1.0079365,1.059,0.63492066,1.014,0.6825397,0.436,0.53968257,0.549,1.7857143,0.434,0.53174603,0.278,0.37301588,0.55,1.7857143,0.341,1.0634921,0.484,0.46825397,0,0,3
0,0.446,0.37301588,0.535,0.85714287,0.757,0.78571427,0.671,0.99206346,1.055,0.67460316,1.052,0.5714286,0.446,0.37301588,0.448,1.4206349,0.445,0.36507937,0.248,0.34126985,0.449,1.4523809,0.399,0.7222222,0.477,0.37301588,0,0,3
0,0.48,0.5714286,0.629,0.95238096,0.936,0.84126985,0.821,1.2142857,1.003,0.7619048,1.023,0.7063492,0.48,0.5714286,0.583,1.9761904,0.48,0.5714286,0.295,0.25396827,0.583,1.9761904,0.44,1.1111112,0.512,0.53968257,0,0,3
0,0.496,0.4047619,0.58,0.99206346,0.863,1.0555556,0.761,1.1825397,1.019,0.7619048,0.981,0.8015873,0.496,0.4047619,0.611,1.7222222,0.482,0.3809524,0.321,0.21428572,0.595,1.8253968,0.468,0.61904764,0.513,0.4047619,0,0,3
0,0.481,0.32539684,0.564,1.0158731,0.873,0.9285714,0.743,1.1190476,0.998,0.7222222,1.087,0.5873016,0.481,0.32539684,0.588,1.7222222,0.479,0.34126985,0.312,0.071428575,0.584,1.7460318,0.446,0.515873,0.485,0.34920636,0,0,3
0,0.305,0.32539684,0.499,0.46031746,0.712,0.34126985,0.698,0.64285713,1.029,0.3015873,1.023,0.32539684,0.305,0.32539684,0.499,1.5873016,0.305,0.32539684,0.205,0.15079366,0.499,1.5873016,0.108,0.071428575,0.323,0.36507937,0,0,3
0,0.478,0.45238096,0.56,1.0079365,0.816,0.96825397,0.733,1.1269841,1.056,0.67460316,1.014,0.6507937,0.478,0.45238096,0.573,1.6111112,0.468,0.42857143,0.36,0.17460318,0.564,1.6587301,0.45,0.7380952,0.5,0.42857143,0,0,3
0,0.414,0.4920635,0.628,0.7619048,0.91,0.53174603,0.837,1.0476191,1.031,0.6111111,1.025,0.5714286,0.414,0.4920635,0.547,1.8888888,0.414,0.4920635,0.288,0.21428572,0.547,1.8888888,0.254,0.9047619,0.456,0.46825397,0,0,3
0,0.278,0.18253969,0.368,0.42063493,0.537,0.2777778,0.536,0.43650794,1.01,0.2936508,1.006,0.26190478,0.278,0.18253969,0.356,0.88095236,0.278,0.18253969,0.05,0,0.356,0.88095236,0.263,0.34920636,0.28,0.1904762,0,0,3
0,0.417,0.3888889,0.535,0.82539684,0.788,0.75396824,0.72,0.86507934,1.035,0.5793651,1.039,0.54761904,0.417,0.3888889,0.475,1.5952381,0.417,0.3888889,0.286,0.23809524,0.475,1.5952381,0.386,0.73015875,0.449,0.35714287,0,0,3
0,0.367,0.37301588,0.538,0.56349206,0.75,0.45238096,0.674,0.7936508,0.986,0.46825397,1.031,0.56349206,0.367,0.37301588,0.462,1.5952381,0.367,0.37301588,0.253,0.103174604,0.462,1.5952381,0.23,0.56349206,0.377,0.3888889,0,0,3
0,0.284,0.25396827,0.403,0.3809524,0.571,0.2936508,0.528,0.52380955,1.002,0.2936508,1.038,0.33333334,0.284,0.25396827,0.361,1.0158731,0.284,0.25396827,0.051,0,0.361,1.0158731,0.299,0.6269841,0.284,0.25396827,0,0,3
0,0.533,0.3809524,0.587,1.1428572,0.932,1.2222222,0.805,1.2619047,1.042,0.7936508,1.03,0.85714287,0.532,0.3888889,0.488,1.9206349,0.5,0.54761904,0.246,0.20634921,0.492,1.9603175,0.52,0.46825397,0.551,0.33333334,0,0,3
0,0.321,0.3888889,0.52,0.5,0.731,0.34126985,0.693,0.6904762,1.077,0.2936508,1.023,0.36507937,0.321,0.3888889,0.491,1.6031746,0.321,0.3888889,0.221,0.20634921,0.491,1.6031746,0.108,0.071428575,0.33,0.42063493,0,0,3
0,0.48,0.3968254,0.568,1.0634921,0.865,1.0952381,0.8,1.0396825,1.056,0.6904762,0.995,0.76984125,0.48,0.3968254,0.501,1.8571428,0.48,0.3968254,0.244,0.23015873,0.501,1.8571428,0.461,0.5714286,0.492,0.3968254,0,0,3
0,0.326,0.06349207,0.364,0.47619048,0.549,0.4920635,0.514,0.5793651,0.943,0.33333334,0.939,0.33333334,0.326,0.06349207,0.255,0.9126984,0.326,0.06349207,0,0,0.255,0.9126984,0.322,0.07936508,0.326,0.06349207,0,0,3
0,0.517,0.42857143,0.564,1.1349206,0.823,1.2698413,0.732,1.1507937,0.97,0.8174603,1.056,0.82539684,0.517,0.43650794,0.589,1.6190476,0.497,0.6111111,0.296,0.24603175,0.584,1.6904762,0.483,0.8333333,0.538,0.48412699,0,0,3
0,0.36,0.23809524,0.453,0.64285713,0.649,0.5714286,0.619,0.65873015,0.948,0.50793654,1.017,0.41269842,0.36,0.23809524,0.436,1.2301587,0.36,0.23809524,0.202,0.04761905,0.436,1.2301587,0.351,0.35714287,0.369,0.26190478,0.011,0,3
0,0.506,0.5555556,0.666,1.0793651,1.021,0.95238096,0.899,1.2380953,1.041,0.8333333,1.042,0.8174603,0.506,0.5555556,0.576,2.1904762,0.506,0.5555556,0.268,0.17460318,0.576,2.1904762,0.467,1.1269841,0.537,0.54761904,0,0,3
0,0.37,0.41269842,0.52,0.6269841,0.728,0.4047619,0.637,0.84126985,0.994,0.5555556,1.065,0.5,0.37,0.41269842,0.458,1.5158731,0.37,0.41269842,0.247,0.33333334,0.458,1.5158731,0.286,0.8492063,0.401,0.35714287,0,0,3
0,0.55,0.37301588,0.543,1.0952381,0.823,1.3333334,0.768,1.3174603,1.129,0.7222222,1.094,0.9285714,0.535,0.46031746,0.507,1.7142857,0.415,0.5714286,0.244,0.18253969,0.539,1.8730159,0.534,0.37301588,0.563,0.3809524,0,0,3
0,0.263,0.15079366,0.357,0.35714287,0.526,0.17460318,0.5,0.41269842,0.981,0.2936508,1.011,0.23809524,0.263,0.15079366,0.356,0.95238096,0.263,0.15079366,0,0,0.356,0.95238096,0.238,0.4047619,0.263,0.15079366,0,0,3
0,0.521,0.21428572,0.488,1.031746,0.687,1.1746032,0.64,1.1031746,0.988,0.7222222,0.986,0.8174603,0.498,0.2857143,0.562,1.2936507,0.376,0.5793651,0.353,0.0952381,0.519,1.6031746,0.504,0.35714287,0.527,0.23015873,0.005,0,3
0,0.336,0.34920636,0.538,0.53968257,0.73,0.36507937,0.664,0.78571427,0.917,0.43650794,0.938,0.44444445,0.336,0.34920636,0.438,1.7380953,0.336,0.34920636,0.322,0.52380955,0.438,1.7380953,0.146,0.14285715,0.356,0.36507937,0,0,3
0,0.576,0.42063493,0.562,1.1587301,0.852,1.4126984,0.778,1.3730159,0.978,0.96031743,1.002,0.84126985,0.575,0.42857143,0.572,1.6746032,0.542,0.53968257,0.248,0.23015873,0.569,1.9047619,0.569,0.46031746,0.606,0.37301588,0,0,3
0,0.537,0.515873,0.611,1.2063493,0.9,1.2539682,0.811,1.2619047,1.022,0.8968254,1.095,0.7380952,0.537,0.515873,0.592,1.8809524,0.523,0.515873,0.301,0.48412699,0.591,1.9365079,0.508,0.7619048,0.59,0.5,0,0,3
0,0.389,0.3968254,0.61,0.65873015,0.877,0.36507937,0.791,0.97619045,1.006,0.5555556,0.992,0.50793654,0.389,0.3968254,0.511,2.0952382,0.389,0.3968254,0.261,0.2857143,0.511,2.0952382,0.237,0.44444445,0.419,0.3888889,0,0,3
0,0.426,0.46825397,0.586,0.78571427,0.809,0.5555556,0.712,0.97619045,1.029,0.5952381,1.014,0.5714286,0.426,0.46825397,0.515,1.7301587,0.426,0.46825397,0.339,0.5,0.515,1.7301587,0.318,1.0079365,0.451,0.47619048,0,0,3
