class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,tag
0,0.409,0.3015873,0.479,0.76984125,0.684,0.7222222,0.638,0.7936508,1.028,0.52380955,1.018,0.5555556,0.409,0.3015873,0.421,1.3174603,0.408,0.2936508,0.208,0.2777778,0.421,1.3253968,0.412,0.7619048,0.425,0.3015873,0,0,0
0,0.477,0.52380955,0.655,0.97619045,0.97,0.78571427,0.831,1.1111112,1.013,0.74603176,1.01,0.7380952,0.477,0.52380955,0.595,2.1031747,0.477,0.52380955,0.29,0.20634921,0.595,2.1031747,0.387,1.2539682,0.513,0.44444445,0,0,0
0,0.68,0.25396827,0.578,1.3015873,0.824,1.8095238,0.7,1.7777778,1.067,0.9206349,1.072,1.0079365,0.644,0.3968254,0.681,1.6428572,0.378,1.3730159,0.458,0.2777778,0.673,1.8809524,0.678,0.24603175,0.723,0.2777778,0,0,0
0,0.477,0.47619048,0.593,0.96825397,0.853,1.0158731,0.742,1.0952381,0.973,0.7619048,1.057,0.8333333,0.477,0.48412699,0.561,1.7698413,0.459,0.64285713,0.288,0.5,0.555,1.8015873,0.416,0.9444444,0.504,0.42857143,0,0,0
0,0.452,0.4920635,0.646,0.85714287,0.911,0.54761904,0.779,1.1428572,1.063,0.6825397,0.982,0.6984127,0.452,0.4920635,0.536,2.1031747,0.449,0.4920635,0.426,0.26984128,0.536,2.1031747,0.323,0.8015873,0.472,0.515873,0,0,0
0,0.599,0.21428572,0.6,1.2777778,0.956,1.5,0.764,1.4920635,1.044,0.8888889,1.051,0.76984125,0.598,0.21428572,0.598,1.9841269,0.577,0.1904762,0.382,0.03968254,0.599,2.015873,0.592,0.24603175,0.605,0.1904762,0,0,0
0,0.357,0.41269842,0.525,0.56349206,0.725,0.45238096,0.639,0.78571427,0.976,0.47619048,1.032,0.42063493,0.357,0.41269842,0.488,1.4603175,0.357,0.41269842,0.234,0.22222222,0.488,1.4603175,0.21,0.6904762,0.387,0.5,0,0,0
0,0.432,0.45238096,0.562,0.8015873,0.805,0.65873015,0.711,1,1.033,0.6111111,1.084,0.53174603,0.432,0.45238096,0.494,1.6349206,0.432,0.45238096,0.304,0.14285715,0.494,1.6349206,0.427,1.2698413,0.446,0.44444445,0,0,0
0,0.484,0.42857143,0.617,1.0476191,0.955,0.9047619,0.838,1.0555556,0.986,0.78571427,1.035,0.82539684,0.484,0.42857143,0.531,2.047619,0.483,0.43650794,0.264,0.12698413,0.532,2.0555556,0.437,0.84126985,0.49,0.42063493,0,0,0
0,0.519,0.45238096,0.625,1.1587301,0.998,1.1269841,0.875,1.2619047,0.999,0.8888889,1.039,0.78571427,0.519,0.45238096,0.64,2.063492,0.519,0.45238096,0.234,0.031746034,0.64,2.063492,0.479,0.6904762,0.524,0.43650794,0,0,0
0,0.574,0.34920636,0.556,1.3492063,0.844,1.4206349,0.774,1.3015873,1.075,0.8492063,1.051,0.8333333,0.573,0.34126985,0.499,1.6428572,0.561,0.32539684,0.304,0.20634921,0.504,1.7777778,0.564,0.33333334,0.597,0.37301588,0,0,0
0,0.423,0.48412699,0.567,0.78571427,0.819,0.6666667,0.734,0.96825397,1.025,0.7063492,0.98,0.61904764,0.423,0.48412699,0.512,1.7539682,0.423,0.48412699,0.213,0.08730159,0.512,1.7539682,0.366,1.1269841,0.434,0.47619048,0,0,0
0,0.613,0.4047619,0.597,1.2460318,0.896,1.5714285,0.762,1.5873016,0.987,1.0396825,1.026,0.99206346,0.609,0.43650794,0.655,1.8492063,0.515,0.8174603,0.368,0.42857143,0.629,2.0952382,0.597,0.50793654,0.632,0.3809524,0,0,0
0,0.474,0.35714287,0.54,1.031746,0.818,0.99206346,0.757,0.95238096,1.046,0.7222222,1.004,0.7936508,0.474,0.36507937,0.54,1.6587301,0.473,0.34920636,0.255,0.07936508,0.538,1.6746032,0.467,0.5714286,0.485,0.35714287,0,0,0
0,0.515,0.3809524,0.571,1.1349206,0.871,1.1587301,0.792,1.1746032,1.057,0.6904762,1.075,0.7380952,0.515,0.3809524,0.552,1.7539682,0.506,0.4047619,0.227,0.103174604,0.554,1.7619047,0.501,0.54761904,0.521,0.37301588,0,0,0
0,0.44,0.50793654,0.65,0.8333333,0.969,0.6031746,0.83,1.0873016,0.977,0.67460316,1.004,0.6904762,0.44,0.50793654,0.562,2.1587303,0.44,0.50793654,0.23,0.06349207,0.562,2.1587303,0.335,0.95238096,0.461,0.48412699,0,0,0
0,0.511,0.44444445,0.631,1.0952381,0.974,1.0634921,0.856,1.1666666,0.978,0.82539684,1.018,0.71428573,0.511,0.44444445,0.626,2.0238094,0.506,0.3968254,0.232,0.04761905,0.618,2.0714285,0.444,0.8968254,0.517,0.42063493,0,0,0
0,0.456,0.46825397,0.625,0.9285714,0.942,0.8095238,0.832,1.0714285,0.98,0.8095238,1.008,0.6031746,0.456,0.46825397,0.509,2.1111112,0.456,0.46825397,0.315,0.20634921,0.509,2.1111112,0.36,0.9285714,0.479,0.45238096,0,0,0
0,0.491,0.34126985,0.526,1.1111112,0.799,1.1269841,0.748,1.0079365,1.043,0.74603176,0.99,0.64285713,0.491,0.34126985,0.481,1.6111112,0.491,0.34126985,0.29,0.08730159,0.48,1.6428572,0.495,0.35714287,0.499,0.33333334,0,0,0
0,0.567,0.42063493,0.619,1.2777778,0.968,1.4206349,0.827,1.4206349,1.067,0.8492063,1.001,0.86507934,0.567,0.42063493,0.649,1.968254,0.567,0.42063493,0.373,0.1984127,0.649,1.968254,0.562,0.42063493,0.586,0.42063493,0,0,0
0,0.479,0.46825397,0.611,0.97619045,0.925,0.9285714,0.822,1.1349206,1.06,0.6984127,1.034,0.5793651,0.479,0.46825397,0.57,1.9365079,0.479,0.46825397,0.215,0.06349207,0.57,1.9365079,0.434,0.9285714,0.485,0.4920635,0,0,0
0,0.427,0.44444445,0.637,0.7777778,0.958,0.515873,0.816,1.0634921,0.979,0.6031746,1.041,0.53968257,0.427,0.44444445,0.546,2.1507936,0.427,0.44444445,0.196,0.031746034,0.546,2.1507936,0.363,0.95238096,0.43,0.45238096,0,0,0
0,0.463,0.4047619,0.539,0.9444444,0.804,0.95238096,0.726,1.0158731,0.989,0.6825397,1.063,0.6031746,0.463,0.4047619,0.491,1.5793651,0.459,0.3888889,0.203,0.055555556,0.492,1.5952381,0.456,0.6666667,0.477,0.3888889,0,0,0
0,0.435,0.36507937,0.569,0.85714287,0.853,0.6904762,0.762,0.984127,1.028,0.6111111,1.045,0.6269841,0.435,0.36507937,0.553,1.7936507,0.435,0.36507937,0.206,0.03968254,0.553,1.7936507,0.387,0.9285714,0.44,0.36507937,0,0,0
0,0.376,0.3809524,0.5,0.64285713,0.688,0.43650794,0.622,0.8095238,1.038,0.45238096,0.941,0.5555556,0.376,0.3809524,0.431,1.4444444,0.376,0.3809524,0.253,0.31746033,0.431,1.4444444,0.349,0.9206349,0.388,0.36507937,0,0,0
0,0.534,0.515873,0.632,1.2222222,0.995,1.2698413,0.88,1.2857143,1.012,0.88095236,1.017,0.8888889,0.534,0.515873,0.602,2.1190476,0.534,0.515873,0.193,0.03968254,0.602,2.1190476,0.532,0.96825397,0.539,0.50793654,0,0,0
0,0.51,0.47619048,0.598,1.0793651,0.877,1.1269841,0.771,1.1984127,1.062,0.7222222,1.082,0.82539684,0.51,0.47619048,0.568,1.7539682,0.507,0.44444445,0.32,0.1984127,0.562,1.7857143,0.504,0.63492066,0.529,0.48412699,0,0,0
0,0.518,0.48412699,0.626,1.1825397,0.994,1.1984127,0.887,1.1904762,0.968,0.86507934,0.974,0.8095238,0.518,0.48412699,0.586,2.0714285,0.518,0.47619048,0.176,0,0.581,2.0952382,0.502,1.0079365,0.522,0.46825397,0,0,0
0,0.457,0.46031746,0.594,0.9444444,0.899,0.85714287,0.791,1.0873016,1.082,0.64285713,1.047,0.6507937,0.457,0.46031746,0.525,1.9126984,0.457,0.46031746,0.355,0.06349207,0.525,1.9126984,0.425,1.0793651,0.468,0.44444445,0,0,0
0,0.454,0.4047619,0.55,0.9126984,0.82,0.86507934,0.74,1.0158731,0.992,0.6904762,1.049,0.6666667,0.454,0.4047619,0.474,1.5873016,0.451,0.42063493,0.239,0.071428575,0.475,1.5952381,0.428,0.86507934,0.46,0.42063493,0,0,0
0,0.572,0.4920635,0.615,1.3253968,0.964,1.3650794,0.819,1.3968254,1.012,0.8968254,0.977,0.9206349,0.572,0.4920635,0.596,1.9841269,0.572,0.47619048,0.332,0.25396827,0.593,2,0.571,0.52380955,0.592,0.48412699,0,0,0
0,0.434,0.45238096,0.593,0.8888889,0.879,0.6825397,0.773,1.1111112,0.961,0.67460316,1.02,0.5793651,0.434,0.45238096,0.598,1.7857143,0.434,0.45238096,0.28,0.13492064,0.598,1.7857143,0.369,0.97619045,0.462,0.44444445,0,0,0
0,0.492,0.46825397,0.647,1.0476191,0.996,0.85714287,0.862,1.1507937,0.975,0.8888889,0.97,0.8015873,0.492,0.46825397,0.568,2.063492,0.49,0.46825397,0.259,0.11904762,0.568,2.0714285,0.442,1.2301587,0.505,0.45238096,0,0,0
0,0.434,0.48412699,0.592,0.8174603,0.877,0.67460316,0.778,1.0158731,0.976,0.7063492,1.005,0.64285713,0.434,0.48412699,0.52,1.9603175,0.434,0.48412699,0.206,0.055555556,0.52,1.9603175,0.399,1.0555556,0.447,0.42857143,0,0,0
0,0.505,0.34126985,0.555,1.1031746,0.815,1.1349206,0.742,1.0714285,0.982,0.71428573,1.012,0.7777778,0.505,0.34126985,0.532,1.6904762,0.501,0.34126985,0.285,0.12698413,0.53,1.7142857,0.504,0.4047619,0.529,0.31746033,0,0,0
0,0.463,0.3809524,0.523,0.9126984,0.743,0.984127,0.686,0.9206349,0.93,0.74603176,1.003,0.73015875,0.463,0.3809524,0.499,1.4444444,0.45,0.3968254,0.182,0.2777778,0.495,1.4920635,0.45,0.6031746,0.506,0.35714287,0,0,0
0,0.548,0.3888889,0.58,1.2539682,0.877,1.3253968,0.799,1.2460318,1.035,0.76984125,1.086,0.85714287,0.547,0.3968254,0.583,1.7222222,0.529,0.54761904,0.316,0.03968254,0.581,1.7539682,0.543,0.3809524,0.555,0.41269842,0,0,0
0,0.549,0.47619048,0.605,1.1825397,0.943,1.2380953,0.808,1.3412699,0.982,0.96825397,1.014,0.8174603,0.549,0.47619048,0.524,1.9047619,0.531,0.4047619,0.228,0.03968254,0.523,1.9603175,0.541,0.56349206,0.551,0.46031746,0,0,0
0,0.479,0.41269842,0.617,1.0158731,0.95,0.96031743,0.827,1.0952381,1.003,0.71428573,1.015,0.6666667,0.479,0.41269842,0.601,1.9365079,0.479,0.41269842,0.217,0.04761905,0.601,1.9365079,0.437,0.97619045,0.482,0.42063493,0,0,0
0,0.529,0.46031746,0.61,1.1587301,0.961,1.1666666,0.856,1.1904762,1.05,0.74603176,1.084,0.7222222,0.529,0.46031746,0.539,1.9365079,0.529,0.45238096,0.178,0.031746034,0.539,1.9444444,0.528,0.67460316,0.535,0.46825397,0,0,0
0,0.435,0.5555556,0.627,0.8095238,0.876,0.73015875,0.754,1.0555556,0.996,0.84126985,1.038,0.7063492,0.435,0.5555556,0.52,1.9841269,0.435,0.5555556,0.324,0.42857143,0.52,1.9841269,0.339,1.2777778,0.461,0.5,0,0,0
0,0.554,0.46825397,0.623,1.2619047,1,1.2857143,0.863,1.3412699,0.994,0.86507934,1,0.8888889,0.554,0.46825397,0.674,2.0238094,0.552,0.46031746,0.269,0.071428575,0.671,2.0396826,0.542,0.6666667,0.562,0.42063493,0,0,0
0,0.518,0.4047619,0.557,1.1746032,0.866,1.1507937,0.789,1.1190476,1.033,0.76984125,1.013,0.74603176,0.518,0.4047619,0.522,1.7460318,0.513,0.3809524,0.217,0.103174604,0.522,1.7857143,0.505,0.6984127,0.532,0.3809524,0,0,0
0,0.493,0.44444445,0.575,1.0555556,0.877,1.0793651,0.767,1.1587301,0.963,0.86507934,1.019,0.76984125,0.493,0.44444445,0.52,1.7619047,0.493,0.44444445,0.232,0.06349207,0.52,1.7619047,0.486,0.76984125,0.499,0.45238096,0,0,0
0,0.446,0.41269842,0.612,0.9444444,0.928,0.7936508,0.842,1.0714285,1.02,0.6666667,1.058,0.53174603,0.446,0.41269842,0.595,2,0.446,0.41269842,0.298,0.25396827,0.595,2,0.38,0.8095238,0.468,0.42063493,0,0,0
0,0.56,0.3015873,0.539,1.2539682,0.831,1.3809524,0.763,1.2539682,1.062,0.7936508,1,0.88095236,0.558,0.32539684,0.476,1.6507937,0.511,0.6666667,0.265,0.1904762,0.485,1.7142857,0.557,0.26984128,0.577,0.2777778,0,0,0
0,0.403,0.52380955,0.617,0.73015875,0.933,0.46031746,0.822,1.0238096,1.039,0.6269841,0.968,0.5714286,0.403,0.52380955,0.552,2.142857,0.403,0.52380955,0.277,0.1904762,0.552,2.142857,0.315,0.96031743,0.411,0.48412699,0,0,0
0,0.433,0.45238096,0.607,0.8730159,0.949,0.67460316,0.865,0.9444444,1.073,0.6269841,1.025,0.67460316,0.433,0.45238096,0.594,2.0396826,0.433,0.45238096,0.212,0.031746034,0.594,2.0396826,0.367,1.1031746,0.434,0.43650794,0,0,0
0,0.517,0.5,0.606,1.1746032,0.953,1.2063493,0.82,1.1904762,0.961,0.88095236,0.959,0.8015873,0.517,0.5,0.529,1.8968254,0.517,0.5,0.25,0.023809524,0.529,1.8968254,0.514,0.6825397,0.522,0.50793654,0,0,0
0,0.464,0.52380955,0.634,0.9126984,0.95,0.8174603,0.82,1.1825397,1.048,0.64285713,0.989,0.63492066,0.464,0.52380955,0.584,2.063492,0.464,0.52380955,0.226,0.04761905,0.584,2.063492,0.434,1.3174603,0.475,0.5,0,0,0
0,0.4,0.47619048,0.607,0.71428573,0.88,0.46031746,0.768,1.0476191,1.077,0.53174603,1.032,0.53968257,0.4,0.47619048,0.526,2.0238094,0.4,0.47619048,0.209,0.0952381,0.526,2.0238094,0.352,0.99206346,0.419,0.44444445,0,0,0
0,0.555,0.30952382,0.533,1.2460318,0.817,1.3412699,0.74,1.2619047,1.056,0.75396824,1.075,0.74603176,0.552,0.33333334,0.478,1.5952381,0.524,0.53174603,0.293,0.12698413,0.488,1.6904762,0.553,0.30952382,0.574,0.32539684,0,0,0
0,0.526,0.3968254,0.62,1.1984127,0.994,1.2619047,0.93,1.1507937,0.963,0.84126985,1.006,0.88095236,0.526,0.3968254,0.644,2.063492,0.526,0.3968254,0.263,0.007936508,0.644,2.063492,0.5,0.7380952,0.533,0.4047619,0,0,0
0,0.389,0.44444445,0.561,0.6666667,0.811,0.4920635,0.74,0.8968254,1.011,0.46825397,0.983,0.54761904,0.389,0.44444445,0.534,1.7380953,0.389,0.43650794,0.222,0.023809524,0.534,1.7380953,0.269,0.6031746,0.391,0.44444445,0,0,0
0,0.503,0.5,0.659,1.0873016,1.049,0.96031743,0.932,1.1984127,1.034,0.8015873,0.988,0.74603176,0.503,0.5,0.558,2.2301588,0.503,0.5,0.204,0.023809524,0.558,2.2301588,0.474,0.88095236,0.516,0.4920635,0,0,0
0,0.641,0.42063493,0.611,1.4047619,0.968,1.6666666,0.838,1.6428572,1.031,1.0158731,1.071,0.96825397,0.638,0.44444445,0.522,1.9523809,0.576,0.56349206,0.188,0.06349207,0.524,2.142857,0.641,0.42063493,0.652,0.4047619,0,0,0
0,0.533,0.32539684,0.507,1.0793651,0.729,1.2857143,0.662,1.2301587,1.036,0.71428573,0.989,0.7619048,0.53,0.35714287,0.617,1.4444444,0.477,0.71428573,0.309,0.22222222,0.599,1.5634921,0.531,0.35714287,0.539,0.31746033,0,0,0
0,0.442,0.47619048,0.656,0.8333333,1.008,0.52380955,0.843,1.1349206,1,0.7222222,0.953,0.6031746,0.442,0.47619048,0.569,2.2301588,0.442,0.47619048,0.23,0.055555556,0.569,2.2301588,0.315,1.0238096,0.459,0.46031746,0,0,0
0,0.485,0.44444445,0.599,1.0158731,0.93,1.0238096,0.82,1.1190476,0.998,0.7380952,1.037,0.64285713,0.485,0.44444445,0.574,1.9523809,0.485,0.44444445,0.168,0.055555556,0.574,1.9523809,0.481,1.1111112,0.488,0.42063493,0,0,0
0,0.511,0.515873,0.645,1.1111112,0.977,1.0873016,0.867,1.1825397,1.021,0.8333333,0.995,0.8333333,0.511,0.515873,0.65,2.063492,0.499,0.53174603,0.27,0.11904762,0.645,2.1111112,0.487,1.1269841,0.517,0.52380955,0,0,0
0,0.398,0.3888889,0.552,0.7380952,0.807,0.48412699,0.731,0.93650794,0.953,0.6984127,0.959,0.6031746,0.398,0.3888889,0.508,1.6825397,0.398,0.3888889,0.226,0.071428575,0.508,1.6825397,0.392,0.96825397,0.405,0.3888889,0,0,0
0,0.445,0.3809524,0.562,0.8888889,0.811,0.8492063,0.756,0.9206349,1.007,0.6904762,1.017,0.6111111,0.445,0.3809524,0.49,1.6825397,0.445,0.3809524,0.315,0.2777778,0.49,1.6825397,0.443,0.95238096,0.452,0.3968254,0,0,0
0,0.493,0.4920635,0.601,1.0158731,0.905,0.9047619,0.822,1.1587301,0.96,0.9047619,1.016,0.78571427,0.493,0.4920635,0.527,1.8492063,0.478,0.5,0.216,0.06349207,0.532,1.8809524,0.447,0.84126985,0.509,0.46825397,0,0,0
0,0.503,0.11904762,0.551,1.0476191,0.872,1.1507937,0.784,1.0952381,0.812,0.82539684,0.905,0.78571427,0.503,0.11904762,0.393,1.7063493,0.498,0.11904762,0.139,0.03968254,0.397,1.7301587,0.49,0.1984127,0.501,0.13492064,0,0,0
0,0.476,0.11111111,0.608,1.0158731,0.963,0.8174603,0.856,1.0952381,0.937,0.5714286,0.948,0.65873015,0.476,0.11111111,0.488,1.9523809,0.476,0.11111111,0.215,0.07936508,0.488,1.9523809,0.367,0.1904762,0.47,0.12698413,0,0,0
0,0.46,0.43650794,0.596,0.9126984,0.9,0.84126985,0.801,1.0873016,0.973,0.76984125,0.99,0.6507937,0.46,0.43650794,0.528,1.9285715,0.46,0.43650794,0.164,0.023809524,0.528,1.9285715,0.404,0.93650794,0.463,0.43650794,0,0,0
0,0.346,0.45238096,0.57,0.54761904,0.825,0.43650794,0.779,0.84126985,1.017,0.44444445,0.94,0.5714286,0.346,0.45238096,0.554,1.8968254,0.346,0.45238096,0.222,0.03968254,0.554,1.8968254,0.157,0.2857143,0.352,0.45238096,0,0,0
0,0.422,0.515873,0.628,0.73015875,0.93,0.52380955,0.832,1.0714285,1.01,0.6031746,1.071,0.56349206,0.422,0.515873,0.553,2.0555556,0.422,0.515873,0.187,0.031746034,0.553,2.0555556,0.353,1.031746,0.431,0.5,0,0,0
0,0.445,0.48412699,0.579,0.9047619,0.848,0.78571427,0.741,1.0079365,1.056,0.73015875,0.999,0.6904762,0.445,0.48412699,0.497,1.7698413,0.445,0.48412699,0.231,0.071428575,0.497,1.7698413,0.407,1.0238096,0.448,0.4920635,0,0,0
0,0.353,0.48412699,0.588,0.53968257,0.829,0.24603175,0.728,0.8730159,1.033,0.50793654,1.009,0.44444445,0.353,0.48412699,0.506,1.8174603,0.353,0.48412699,0.192,0.04761905,0.506,1.8174603,0.284,0.6984127,0.362,0.44444445,0,0,0
0,0.388,0.50793654,0.624,0.6904762,0.926,0.48412699,0.847,1,1.012,0.6269841,0.946,0.6111111,0.388,0.50793654,0.57,2.2142856,0.388,0.50793654,0.241,0.071428575,0.57,2.2142856,0.255,0.5952381,0.398,0.515873,0,0,0
0,0.436,0.3809524,0.536,0.8492063,0.772,0.75396824,0.718,0.9126984,1.014,0.67460316,0.989,0.5873016,0.436,0.3809524,0.497,1.6428572,0.435,0.3809524,0.297,0.23809524,0.496,1.6507937,0.412,0.8730159,0.453,0.35714287,0,0,0
0,0.597,0.12698413,0.577,1.2539682,0.961,1.531746,0.833,1.4841269,0.875,0.8730159,0.82,0.8015873,0.596,0.13492064,0.433,1.7460318,0.564,0.30952382,0.163,0.031746034,0.44,1.7619047,0.582,0.15079366,0.598,0.11904762,0,0,0
0,0.574,0.34126985,0.558,1.3253968,0.848,1.4444444,0.753,1.2936507,1.03,0.85714287,1.012,0.8968254,0.572,0.34920636,0.627,1.7698413,0.535,0.53174603,0.296,0.42063493,0.619,1.8492063,0.572,0.34126985,0.596,0.31746033,0,0,0
0,0.522,0.4047619,0.602,1.1428572,0.951,1.2063493,0.836,1.1666666,0.998,0.7619048,1.053,0.78571427,0.522,0.4047619,0.628,1.9603175,0.522,0.4047619,0.247,0.023809524,0.628,1.9603175,0.487,0.6984127,0.524,0.4047619,0,0,0
0,0.507,0.42857143,0.599,1.0793651,0.908,1.0873016,0.827,1.1746032,1.09,0.76984125,1.022,0.75396824,0.507,0.42857143,0.63,1.8650794,0.5,0.3888889,0.311,0.07936508,0.626,1.8888888,0.457,0.6031746,0.516,0.43650794,0,0,0
0,0.449,0.42063493,0.604,0.9206349,0.944,0.71428573,0.833,1.0079365,1.007,0.67460316,1.024,0.6269841,0.449,0.42063493,0.563,2.0396826,0.449,0.42063493,0.191,0.031746034,0.563,2.0396826,0.357,1.0396825,0.453,0.3968254,0,0,0
0,0.385,0.53968257,0.599,0.67460316,0.866,0.3888889,0.782,1.0079365,1.011,0.53968257,1.002,0.6031746,0.385,0.53968257,0.523,1.8888888,0.385,0.53968257,0.217,0.06349207,0.523,1.8888888,0.336,0.9285714,0.394,0.515873,0,0,0
0,0.575,0.2936508,0.572,1.3174603,0.9,1.4523809,0.804,1.3730159,1.014,0.84126985,0.994,0.88095236,0.571,0.32539684,0.639,1.8492063,0.517,0.56349206,0.366,0.15873016,0.635,1.9126984,0.571,0.2936508,0.579,0.2936508,0,0,0
0,0.366,0.44444445,0.581,0.5873016,0.813,0.4047619,0.737,0.8730159,1.021,0.5,0.922,0.53968257,0.366,0.44444445,0.504,1.8015873,0.366,0.44444445,0.307,0.11904762,0.504,1.8015873,0.272,0.5873016,0.385,0.3968254,0,0,0
0,0.604,0.15873016,0.604,1.2222222,0.996,1.531746,0.804,1.5952381,0.85,0.93650794,0.859,1,0.603,0.15873016,0.386,1.8650794,0.582,0.17460318,0.171,0,0.394,1.8730159,0.599,0.15079366,0.605,0.18253969,0,0,0
0,0.569,0.47619048,0.634,1.2619047,1.018,1.3492063,0.872,1.4444444,1.003,0.8968254,0.957,0.984127,0.57,0.47619048,0.566,2.0714285,0.566,0.45238096,0.241,0.031746034,0.568,2.0952382,0.555,0.6825397,0.573,0.46825397,0,0,0
0,0.464,0.53174603,0.658,0.9206349,1.007,0.61904764,0.872,1.2063493,0.99,0.65873015,1.034,0.64285713,0.464,0.53174603,0.575,2.1666667,0.463,0.53174603,0.205,0.07936508,0.576,2.1666667,0.406,1.3253968,0.471,0.54761904,0,0,0
0,0.433,0.56349206,0.666,0.8095238,0.991,0.48412699,0.842,1.1746032,0.981,0.64285713,0.943,0.7063492,0.433,0.56349206,0.581,2.1507936,0.433,0.56349206,0.202,0.055555556,0.581,2.1507936,0.408,1.2301587,0.439,0.5555556,0,0,0
0,0.421,0.0952381,0.505,0.7936508,0.789,0.73015875,0.711,0.9126984,0.856,0.5952381,0.947,0.4047619,0.421,0.0952381,0.36,1.5476191,0.421,0.0952381,0.222,0.071428575,0.36,1.5476191,0.346,0.26190478,0.423,0.0952381,0,0,0
0,0.575,0.47619048,0.562,1.2063493,0.865,1.4047619,0.779,1.3492063,0.998,0.95238096,1.053,0.8888889,0.57,0.50793654,0.49,1.7142857,0.499,0.64285713,0.311,0.023809524,0.513,1.8650794,0.569,0.4920635,0.578,0.4920635,0,0,0
0,0.52,0.37301588,0.581,1.1269841,0.883,1.1904762,0.779,1.1904762,0.981,0.78571427,1.026,0.82539684,0.52,0.37301588,0.614,1.8174603,0.515,0.32539684,0.301,0.103174604,0.604,1.8730159,0.507,0.52380955,0.528,0.37301588,0,0,0
0,0.464,0.45238096,0.576,0.9126984,0.867,0.7936508,0.759,1.1587301,1.055,0.64285713,0.995,0.7777778,0.464,0.45238096,0.498,1.7857143,0.464,0.44444445,0.202,0.055555556,0.498,1.7936507,0.42,0.9444444,0.471,0.43650794,0,0,0
0,0.489,0.32539684,0.518,1,0.776,1.0634921,0.703,1.0714285,1.025,0.65873015,1.037,0.64285713,0.489,0.32539684,0.554,1.5555556,0.475,0.34126985,0.276,0.03968254,0.551,1.6031746,0.484,0.3888889,0.497,0.32539684,0,0,0
